TXNAME	GENEID	R2_HCC827	R3_HCC827	R1_HCC827	R3_H1975	R1_H1975	R2_H1975
ENST00000800486	ENSG00000304176	0	0	0	0	0	1
ENST00000800490	ENSG00000304176	0	0	0	1	0	0.91358
ENST00000800491	ENSG00000304176	0	0	0	0	1	0
ENST00000800492	ENSG00000304176	0	1	0	1	0	0
ENST00000800493	ENSG00000304176	0	0	0	3	1	0
ENST00000800494	ENSG00000304176	0	0	0	0.82199	1.50372	1.57308
ENST00000800495	ENSG00000304176	0	1	0	1.85289	0	0
ENST00000800496	ENSG00000304176	0	0	0	0.82067	2.7071	2.34129
ENST00000800503	ENSG00000304176	0	0	0	0	0.03751	0
ENST00000800513	ENSG00000304176	0	0	0	0	1	0.6288
ENST00000800516	ENSG00000304176	0	0.35578	0	2	1.58802	0.82115
ENST00000800524	ENSG00000304176	0	0	0	1	0	0
ENST00000800526	ENSG00000304176	1	0	2	0.81011	0	1
ENST00000800527	ENSG00000304176	0	1	1	3	1	1.32609
ENST00000800530	ENSG00000304176	2	1	0	0	0	0
ENST00000800540	ENSG00000304176	0	0	0	0	0	1
ENST00000800541	ENSG00000304176	0	0	0	1	0	0
ENST00000800547	ENSG00000304176	0	0	0	0	0	1
ENST00000800550	ENSG00000304176	0	0	3	0.61429	0	0
ENST00000800552	ENSG00000304176	1	0	0	0	0	1
ENST00000800554	ENSG00000304176	0	1	0	1	0	0
ENST00000800556	ENSG00000304176	0	0	0	0	0	1
ENST00000800557	ENSG00000304176	0	0	0	0	1	0
ENST00000800562	ENSG00000304176	0	1	2	0	2	0
ENST00000800573	ENSG00000304176	0	1	0	0	0	0
ENST00000800576	ENSG00000304176	0	0	0	1	0	3
ENST00000800578	ENSG00000304176	0	1	0	0	0	0
ENST00000800579	ENSG00000304176	0	0	0	0	1	0
ENST00000800587	ENSG00000304176	0	0	1	0	0	0
ENST00000800601	ENSG00000304176	0	0	0	0	1	0
ENST00000800604	ENSG00000304176	0	0	0	2	0	0
ENST00000800608	ENSG00000304176	0	0	0.35732	0	0	0
ENST00000800619	ENSG00000304176	0	0	0	1	0	0
ENST00000800623	ENSG00000304176	0	0	3	0	0	0
ENST00000800625	ENSG00000304176	0	0	0	0	0	1
ENST00000800628	ENSG00000304176	0	1	0	0	0	0
ENST00000800637	ENSG00000304176	0	0	1	0	0	0
ENST00000800646	ENSG00000304176	0	0	0	0	1	0
ENST00000800655	ENSG00000304176	2.9131	6.99076	6	15.61629	13.42004	13.7383
ENST00000800656	ENSG00000304176	0.4084	0.07462	0	2.74649	4.96831	2.13327
ENST00000800658	ENSG00000304176	0	0	0.57801	4	1	0
ENST00000800660	ENSG00000304176	0	1	2.90895	0	0	0
ENST00000800661	ENSG00000304176	0	1	0	0	0	0
ENST00000800663	ENSG00000304176	0	0	0	0	1	0
ENST00000800664	ENSG00000304176	0	0	2	0	0	0
ENST00000800665	ENSG00000304176	0	3	0	3	1	0
ENST00000800668	ENSG00000304176	3	0	0	0	0	0
ENST00000800669	ENSG00000304176	0	0	0	1	0	0
ENST00000800671	ENSG00000304176	0	0	0	0	0	1.92924
ENST00000800673	ENSG00000304176	0	1	0	2	1	0.45293
ENST00000800676	ENSG00000304176	0	0	0	0	3	1
ENST00000800679	ENSG00000304176	1	0.8278	0.07704	2.71062	4.97154	0.87626
ENST00000800683	ENSG00000304176	0	0.83299	5.98721	1.55773	0.17906	0.87958
ENST00000800684	ENSG00000304176	0	1	0	0	0	0
ENST00000800685	ENSG00000304176	0	0	0	0	1	0
ENST00000800686	ENSG00000304176	0	0	0	0.62858	0	0.78148
ENST00000800688	ENSG00000304176	0	0	0	0	0	1
ENST00000800697	ENSG00000304176	0	1	0	1.87288	2	0.91372
ENST00000800702	ENSG00000304176	0	0	0	0	1	2.91429
ENST00000800708	ENSG00000304176	0	0	0	0	2	0
ENST00000800712	ENSG00000304176	0	0	0	1	0.73916	0
ENST00000800737	ENSG00000304176	0	0	2	0	0	0
ENST00000800743	ENSG00000304176	0	0	0	1	0	0.59931
ENST00000800744	ENSG00000304176	0	0	0	0	0	1
ENST00000800751	ENSG00000304176	0	0	1	0	0	0
ENST00000800758	ENSG00000304176	0	1	0	0	0	1
ENST00000800767	ENSG00000304176	0	2	0	0	0	0
ENST00000800769	ENSG00000304176	0	0	1	0	0	0
ENST00000800771	ENSG00000304176	0	0	0	4	1	4
ENST00000800777	ENSG00000304176	0	0	0	0	0	1
ENST00000800782	ENSG00000304176	0	0	0	0	2	0
ENST00000800787	ENSG00000304176	0	0	0	0	0	1
ENST00000800797	ENSG00000304176	0	0	0	0	0.67361	0
ENST00000800799	ENSG00000304176	0	0	2	0	0	0
ENST00000800804	ENSG00000304176	0	0	0	0	0	0.32339
ENST00000800807	ENSG00000304176	0	0	0	0.02555	0	0
ENST00000800813	ENSG00000304176	1	0.8947	0	1.91216	5	2
ENST00000800816	ENSG00000304176	0	0.89397	0	0.77947	0	0
ENST00000800819	ENSG00000304176	0	0	1	1	0	0
ENST00000800820	ENSG00000304176	0	0	0	2	0.86005	0
ENST00000800821	ENSG00000304176	0	0	0	0	0.14675	1
ENST00000800826	ENSG00000304176	0	0	0	0	0.8641	1
ENST00000800827	ENSG00000304176	0	0	0	0	0.79857	0
ENST00000800831	ENSG00000304176	0	0	0	1	1	1
ENST00000800838	ENSG00000304176	13	12	13.76177	6	19.09551	0
ENST00000800839	ENSG00000304176	0	1	2	4	7	6
ENST00000800840	ENSG00000304176	0	0.0015	0	2.12811	0	0
ENST00000800873	ENSG00000286828	1	1	1	0	0	0
ENST00000800874	ENSG00000286828	1	0	0	3	0	1
ENST00000800883	ENSG00000304189	0	1	0	0	0	0
ENST00000800884	ENSG00000304189	0	0	3	0	0	0
ENST00000800889	ENSG00000304191	0	0	0	1	0	0
ENST00000800899	ENSG00000304197	1	7	4	9	6	22
ENST00000800902	ENSG00000304197	0	0	0	1.75004	0.94212	0
ENST00000800904	ENSG00000304198	0	0	0	0	0	1
ENST00000800929	ENSG00000304201	2	0	0	0	0	0
ENST00000800933	ENSG00000304201	0	0	0	0	0	2
ENST00000800938	ENSG00000304201	0	0	1	0	1	0
ENST00000800946	ENSG00000290945	0	0	1	0	0	0
ENST00000800947	ENSG00000290945	0	0	0	3	0	0
ENST00000800948	ENSG00000290945	0	1	0	4	0	4
ENST00000800949	ENSG00000290945	0	1	0	0	0	0
ENST00000800950	ENSG00000290945	0	0	1	0	0.96609	0
ENST00000800952	ENSG00000290945	1	0	1	0	1	0
ENST00000800953	ENSG00000290945	0	0	1	3	0	2
ENST00000800955	ENSG00000290945	0	0	1	0	1	0
ENST00000800956	ENSG00000290945	0	0	0	0	0.87224	1
ENST00000800959	ENSG00000290945	0	1.76214	0	1	2	0
ENST00000800963	ENSG00000290945	4	1	3	0	0	1
ENST00000800964	ENSG00000290945	0	1	1	0	1	1
ENST00000800965	ENSG00000290945	1	0	0	0	0	1
ENST00000800970	ENSG00000290945	0	0	0	0	1	0
ENST00000800984	ENSG00000290945	0	0	0	0	2	0
ENST00000800985	ENSG00000290945	0	0	1	0	0	0
ENST00000800989	ENSG00000290945	0	0	0	0	1	0
ENST00000801002	ENSG00000290945	0	0	0.40911	0	0	0
ENST00000801003	ENSG00000290945	2	1	8	5	9	8
ENST00000801019	ENSG00000240211	3	3	2	6	4	5
ENST00000801021	ENSG00000240211	3	3	5	2	1	0
ENST00000801022	ENSG00000240211	0	0	0	0	1	0
ENST00000801023	ENSG00000240211	0	1	3	0	0	2
ENST00000801024	ENSG00000304206	5	7	12	16	10	11
ENST00000801025	ENSG00000304206	0	0	0	1	0	0
ENST00000801033	ENSG00000280832	3	4	8	8	5	11
ENST00000801034	ENSG00000280832	1	3	3	4	3	2
ENST00000801035	ENSG00000280832	2	1	0	3	1	0
ENST00000801038	ENSG00000304210	0	0	0	0	1	0
ENST00000801041	ENSG00000304210	0	0	0	11	9	9
ENST00000801113	ENSG00000304218	7	3	5	0	0	0
ENST00000801116	ENSG00000304219	0	3	0	6	3	4
ENST00000801117	ENSG00000304219	8	14	12	14	16	18
ENST00000801118	ENSG00000304219	3	5	10	24	30	20
ENST00000801119	ENSG00000304219	0	2	2	6	9	5
ENST00000801120	ENSG00000304219	0	1	0	1	0	1
ENST00000801152	ENSG00000260000	0	0	1	3	4	2
ENST00000801153	ENSG00000260000	0	0	0	2	1	3
ENST00000801165	ENSG00000304226	0	0	0	1	0	1
ENST00000801182	ENSG00000304230	0	0	0	0	1	0
ENST00000801188	ENSG00000304231	2	0	0	1	3	4
ENST00000801189	ENSG00000304231	0	2	0	0	0	0
ENST00000801195	ENSG00000287407	0	0	0	17	19	9
ENST00000801196	ENSG00000287407	0	0	0	1	2	0
ENST00000801197	ENSG00000287407	0	0	0	0	0	8
ENST00000801198	ENSG00000287407	0	0	0	0	0	1
ENST00000801212	ENSG00000287407	0	0	1	19.87236	34.48373	33.95956
ENST00000801213	ENSG00000287407	0	0	0	29.26222	36.82377	17.00831
ENST00000801214	ENSG00000287407	0	0	0	5	8	0
ENST00000801215	ENSG00000287407	0	0	0	0	0	2
ENST00000801220	ENSG00000287407	0	0	0	1	4	5
ENST00000801230	ENSG00000228412	0	0	0	1	0	0
ENST00000801237	ENSG00000228412	0	0	2	0	0	0
ENST00000801245	ENSG00000281091	0	0	2	0	0	0
ENST00000801246	ENSG00000281091	0	2	0	0	0	1
ENST00000801249	ENSG00000281091	0	0	2	0	0	0
ENST00000801250	ENSG00000281091	0	0	0	0	0	1
ENST00000801295	ENSG00000281091	0	2	0	0	0	0
ENST00000801310	ENSG00000290946	0	0	0	0	3	2
ENST00000801315	ENSG00000255062	0	2	2	5	4	1
ENST00000801316	ENSG00000255062	0	0	1	1	0	1
ENST00000801319	ENSG00000255062	2	0	0	1	1	1
ENST00000801329	ENSG00000290946	0	0	0	1	0	0
ENST00000801340	ENSG00000286117	0	0	0	0	0	1
ENST00000801353	ENSG00000304236	0	9	11	1	0	0
ENST00000801359	ENSG00000304239	3	6	4	3	2	1
ENST00000801360	ENSG00000304240	0	0	0	1	0	0
ENST00000801365	ENSG00000286180	0	0	2	3	4	0
ENST00000801366	ENSG00000286180	0	2	0	2	1	3
ENST00000801367	ENSG00000286180	0	0	1	1	1	1
ENST00000801368	ENSG00000304244	4	9	6	10	3	10
ENST00000801369	ENSG00000255553	0	0	0	6	6	3
ENST00000801393	ENSG00000304249	0	0	0	0	1	0
ENST00000801400	ENSG00000224292	0	0	1	0	3	2
ENST00000801436	ENSG00000287619	0	0	0	0	1	0
ENST00000801462	ENSG00000310523	0	0	0	0	0	1
ENST00000801470	ENSG00000310523	1	5.279	9	2.861	0	10
ENST00000801473	ENSG00000310523	0.5	0	0	0	0	0
ENST00000801474	ENSG00000310523	0	2	0	0	0	0
ENST00000801475	ENSG00000310523	0.94547	0.5	2	0	0	0
ENST00000801476	ENSG00000310523	0.5	0	0	0	0	1
ENST00000801477	ENSG00000310523	0.33333	4.5	1.5	0.01423	0	0
ENST00000801478	ENSG00000310523	0	1	0	0	0	0
ENST00000801480	ENSG00000310523	0	1	0	0	0.00598	0
ENST00000801482	ENSG00000310523	0	0	0	0	2	0
ENST00000801483	ENSG00000310523	0	0	0	0.07438	0	0
ENST00000801484	ENSG00000310523	0	0	1.5	0	0.5	0
ENST00000801486	ENSG00000310523	0	0	0.5	0	0	0
ENST00000801489	ENSG00000310523	1	0	0	0	0	0
ENST00000801491	ENSG00000310523	0	2	1	0	0	0
ENST00000801492	ENSG00000310523	0	0	0	1	0	0
ENST00000801499	ENSG00000310523	0	1	0	0	0	0
ENST00000801503	ENSG00000310523	0	0	1	2	0	0
ENST00000801504	ENSG00000310523	0	0	0	0	0.5	0
ENST00000801510	ENSG00000310523	0	1	0	0	0	1
ENST00000801512	ENSG00000310523	0.5	0	1	1	0	1
ENST00000801514	ENSG00000310523	0	1	0	0	0	0
ENST00000801517	ENSG00000310523	0	0.34013	0	0	0	0
ENST00000801524	ENSG00000310523	0	0	0	0	1	1
ENST00000801527	ENSG00000310523	0	0	0	0	0	1
ENST00000801532	ENSG00000310523	0	2	2	0	0	0
ENST00000801554	ENSG00000310523	0	3	1	0.5	0	0
ENST00000801566	ENSG00000310523	0	0	1	0	0	0
ENST00000801575	ENSG00000310523	0	0	1	0	0	0
ENST00000801613	ENSG00000310523	0	0	0	0	0	1
ENST00000801614	ENSG00000310523	0	0	0	0	0	0.88341
ENST00000801616	ENSG00000310523	0	0	0	0	0	1
ENST00000801624	ENSG00000310523	0	0	0	0	0	1
ENST00000801651	ENSG00000310523	0	0	0	0	1	0
ENST00000801655	ENSG00000310523	0	0	1	0	1	0
ENST00000801656	ENSG00000310523	1	0	0	0	0	0
ENST00000801657	ENSG00000310523	0	0	0	4	5	1
ENST00000801659	ENSG00000310523	0	0	0	0	1	0
ENST00000801660	ENSG00000310523	1	1	0	0	0	1
ENST00000801661	ENSG00000310523	0	0	0	1	0	0
ENST00000801667	ENSG00000310523	0	0	0	0	0.9549	0
ENST00000801668	ENSG00000310523	0	0	0	0	1	0
ENST00000801685	ENSG00000304262	0	0	0	0	0	2
ENST00000801687	ENSG00000304262	0	0	0	1	3	0
ENST00000801703	ENSG00000304263	0	0	1	0	2	3
ENST00000801708	ENSG00000304267	0	1	0	0	0	0
ENST00000801719	ENSG00000304270	0	0	0	1	0	0
ENST00000801728	ENSG00000293489	0	0	0	1	0	0
ENST00000801731	ENSG00000293489	0	0	1	0	0	0
ENST00000801761	ENSG00000304280	7	6	11	9	8	6
ENST00000801762	ENSG00000304280	0	1	0	0	0	0
ENST00000801764	ENSG00000268119	6	9	2	28	34	38
ENST00000801765	ENSG00000268119	0	0	0	0	1	0
ENST00000801767	ENSG00000268119	0	1	1	6	4	6
ENST00000801768	ENSG00000268119	4	4	4	21	35	30
ENST00000801806	ENSG00000304287	0	1	3	0	0	0
ENST00000801807	ENSG00000304287	0	0	0	0	1	0
ENST00000801810	ENSG00000304289	0	0	1	6	1	6
ENST00000801817	ENSG00000224649	1	0	0	0	0	0
ENST00000801820	ENSG00000304292	0	0	0	0	3	0
ENST00000801823	ENSG00000304293	0	0	0	0.97428	0	0
ENST00000801828	ENSG00000225335	0	0	0	0	0	1
ENST00000801830	ENSG00000225335	0	0	0	0	2	1
ENST00000801836	ENSG00000232197	0	0	0	1	0	0
ENST00000801837	ENSG00000232197	0	0	0	0	1	2
ENST00000801845	ENSG00000232197	0	0	0	0	1	0
ENST00000801858	ENSG00000291089	14	17	30	8	6	5
ENST00000801859	ENSG00000291089	4	9	12	2	0	0
ENST00000801860	ENSG00000291089	0	1	6	0	1	2
ENST00000801864	ENSG00000291089	0	0	0	4	1	3
ENST00000801868	ENSG00000291089	1	2	0	0	0	0
ENST00000801871	ENSG00000291089	0	1	2	1	0	3
ENST00000801874	ENSG00000291089	1	0	0	2	0	0
ENST00000801875	ENSG00000291089	0	1	0	0	0	0
ENST00000801878	ENSG00000304298	1	0	1	2	1	2
ENST00000801911	ENSG00000304304	0	0	0	2	1	0
ENST00000801951	ENSG00000304304	0	0	0	2	0	0
ENST00000802016	ENSG00000304306	0	0	0	3	5	1
ENST00000802027	ENSG00000260641	0	1	5	7	1	1
ENST00000802028	ENSG00000260641	4	3	1	15	28	15
ENST00000802029	ENSG00000260641	0	0	1	8	7	11
ENST00000802030	ENSG00000260641	1	0	4	1	4	1
ENST00000802031	ENSG00000260641	4	1	4	17	12	17
ENST00000802032	ENSG00000260641	2	6	7	15	14	11
ENST00000802033	ENSG00000260641	2	0	0	3	3	13
ENST00000802034	ENSG00000260641	6	1	7	7	9	4
ENST00000802039	ENSG00000304309	0	0	1	0	0	0
ENST00000802042	ENSG00000304309	1	0	5	10	4	6
ENST00000802044	ENSG00000304309	0	0	0	0	0	1
ENST00000802045	ENSG00000304309	11	13	9	7	11	19
ENST00000802046	ENSG00000304309	0	0	0	0	1	3
ENST00000802047	ENSG00000304309	3.5	22	4.94156	1.5	3	0.5
ENST00000802048	ENSG00000304309	0	0	2	0	0	0
ENST00000802049	ENSG00000304309	2	1	4	1	0	0
ENST00000802050	ENSG00000304309	0.12706	6.28679	25.99999	0	0	0
ENST00000802052	ENSG00000304309	1.5	0	1	1	0	1
ENST00000802057	ENSG00000304309	0	0	0	0	0	1
ENST00000802058	ENSG00000304309	0	0	0	0	0	1
ENST00000802061	ENSG00000304309	3	13	2	0	0	0
ENST00000802067	ENSG00000304309	0	0	1	0	0	0
ENST00000802068	ENSG00000304309	0	0	0	0	0	1
ENST00000802073	ENSG00000304309	0.99471	0.81509	0	0	0	0
ENST00000802079	ENSG00000304309	0	0	0	0	1	1
ENST00000802081	ENSG00000304309	0	0	0	0	0	0.5
ENST00000802082	ENSG00000304309	0	0	0	2	1	1
ENST00000802089	ENSG00000304309	0	1	0	0	0	0
ENST00000802090	ENSG00000304309	0	0	1	0	0	1
ENST00000802091	ENSG00000304309	0	0	0	1	0.5	0
ENST00000802092	ENSG00000304309	0.5	0	0	0	0.5	0
ENST00000802103	ENSG00000304309	0	0	0	1	0	0
ENST00000802111	ENSG00000304309	0	0	1	0	0	0
ENST00000802122	ENSG00000304309	0	0	0	0	1	1
ENST00000802150	ENSG00000304309	0	0	0	0	1	0
ENST00000802151	ENSG00000304309	0.5	0	0	0	0	0
ENST00000802176	ENSG00000304309	1	0	0	0	0	0
ENST00000802177	ENSG00000304309	0	0	0	0	1	0.5
ENST00000802188	ENSG00000304309	0	0	0	0	1	0
ENST00000802197	ENSG00000304309	0	0	1	0	0	0
ENST00000802208	ENSG00000304309	0	0	1	0	0	0
ENST00000802231	ENSG00000304309	0	1	2	0	0	0
ENST00000802254	ENSG00000304309	1	2	1	2	0	1
ENST00000802267	ENSG00000304309	0	0	2.24591	0	0	0
ENST00000802279	ENSG00000304309	3	0	0	2	0	0
ENST00000802280	ENSG00000304309	0	0	0	0	2	0
ENST00000802288	ENSG00000304309	0	0	0	0	1	0
ENST00000802293	ENSG00000304309	1	0	0	0	0	0
ENST00000802294	ENSG00000304309	0.0448	0	0	0	0	0
ENST00000802311	ENSG00000304309	0	0	0	0	1	0
ENST00000802313	ENSG00000304309	0	0	0	0	1	1
ENST00000802314	ENSG00000304309	0	0	1	0	0	0
ENST00000802325	ENSG00000304309	0	0	1	0	0	0
ENST00000802365	ENSG00000304309	0	0	0.44844	0	0	0
ENST00000802371	ENSG00000304309	0	0	0	3	1	2.80571
ENST00000802375	ENSG00000304309	0	0	2	0	0.88528	0.70368
ENST00000802376	ENSG00000304309	0	0	0	3.40351	8.81347	0.82454
ENST00000802388	ENSG00000304309	0	0	0	0.76143	0.8755	1.82635
ENST00000802391	ENSG00000304309	0	0	0	1	0	0
ENST00000802392	ENSG00000304309	0	0	1	0	0	0
ENST00000802402	ENSG00000304309	0	0	0	0	0	1
ENST00000802409	ENSG00000304309	0	0	0	11	9	11
ENST00000802411	ENSG00000304309	3	7	2.61084	1	2	6.21273
ENST00000802414	ENSG00000304309	0	0	0.91944	0	0	0
ENST00000802418	ENSG00000304309	0	0	0	0	0	0.34367
ENST00000802419	ENSG00000304309	0	0	0.30821	0	0	0
ENST00000802426	ENSG00000304309	0	0	0	1.98936	0	0
ENST00000802432	ENSG00000304309	0	1	1	0	0	0
ENST00000802433	ENSG00000304309	1	0	0	0	0	0
ENST00000802434	ENSG00000304309	0	2.13689	1.72539	0	0	0
ENST00000802435	ENSG00000304309	7	2	6	4	2	0
ENST00000802436	ENSG00000304309	0	2	0	0	1	0
ENST00000802440	ENSG00000304309	0	0	0	1	2	2
ENST00000802442	ENSG00000304309	1	0	0	0	0	0
ENST00000802446	ENSG00000304309	13.79074	0	7.67669	0	0	0
ENST00000802447	ENSG00000304309	0	0	0.92159	2	0.82618	0
ENST00000802452	ENSG00000304309	0	0	0.32908	0	0	0
ENST00000802453	ENSG00000304309	0	0	0.81552	0	0	0
ENST00000802455	ENSG00000304309	0	2	0	0	0	0
ENST00000802458	ENSG00000304309	0	0	4	0	0	3
ENST00000802459	ENSG00000304309	0	1.31655	0	0	0	0
ENST00000802462	ENSG00000304309	0	0	0	0	0	1
ENST00000802463	ENSG00000304309	4.95297	6.76565	13.4324	0.5126	1.75779	7
ENST00000802466	ENSG00000304309	0	0	0	4	1.95704	0
ENST00000802467	ENSG00000304309	3.24445	17.32387	11.97808	17.4615	0	6
ENST00000802468	ENSG00000304309	0	0	3.17472	0	0	0
ENST00000802469	ENSG00000304309	2	0	0	0	0	0
ENST00000802472	ENSG00000304309	0	0	0	0	0.83559	0
ENST00000802474	ENSG00000304309	0	0	0	0	1	0
ENST00000802481	ENSG00000304309	1	0	2	2.97438	0	0
ENST00000802509	ENSG00000304316	0	1	0	3	7	2
ENST00000802510	ENSG00000304316	0	0	0	1	0	0
ENST00000802511	ENSG00000304316	1	1	0	2	4	6
ENST00000802512	ENSG00000304316	0	0	0	1	0	2
ENST00000802531	ENSG00000280136	0	0	0	0	0	0.51622
ENST00000802532	ENSG00000280136	0	0	0	0	2	0
ENST00000802533	ENSG00000254205	0	0	0	0	0	1
ENST00000802539	ENSG00000259129	0	0	3	0	0	0
ENST00000802550	ENSG00000259129	0	0	1	0	0	0
ENST00000802566	ENSG00000290722	1	1	0	5	2	2
ENST00000802567	ENSG00000290722	0	1	2	19	10	18
ENST00000802568	ENSG00000290722	1.72988	0.74429	0	0.70736	0	0
ENST00000802571	ENSG00000304331	0	0	0	0	0	1
ENST00000802576	ENSG00000304335	0	0	0	0	0	1
ENST00000802577	ENSG00000253102	0	0	2	2	3	2
ENST00000802578	ENSG00000231187	24	19	31	84	57	60
ENST00000802580	ENSG00000287260	1	1	0	0	3	0
ENST00000802581	ENSG00000304336	0	0	0	0	0	0.63812
ENST00000802582	ENSG00000304336	0	0	0	0	0	1
ENST00000802586	ENSG00000229278	0	1	3	19	15	18
ENST00000802587	ENSG00000229278	0	0	2	0	1	0
ENST00000802588	ENSG00000229278	0	0	1	0	6	0
ENST00000802590	ENSG00000229278	1	0	0	0.66311	0	0.07317
ENST00000802591	ENSG00000229278	0	0	0	0	3	0
ENST00000802594	ENSG00000229278	4	0	0	1	0	0
ENST00000802597	ENSG00000255236	0	1	1	5	4	8
ENST00000802598	ENSG00000255236	0	0	0	6	2	6
ENST00000802599	ENSG00000255236	0	0	0	0	0	1
ENST00000802628	ENSG00000287498	0	0	5	0	0	0
ENST00000802633	ENSG00000287498	0	1	0	0	0	0
ENST00000802687	ENSG00000290586	0	0	0	0.8739	0.71912	1.81323
ENST00000802691	ENSG00000293171	45	13	35	64	69	47
ENST00000802692	ENSG00000293171	0	1	2	7	1	1
ENST00000802693	ENSG00000293171	0	1	0	1	1	1
ENST00000802698	ENSG00000304351	0	0	7	3	13	4
ENST00000802699	ENSG00000275630	0	0	0	1	0	0
ENST00000802702	ENSG00000260475	0	0	0	0	2	0
ENST00000802703	ENSG00000260475	2	0	0	1	3	2
ENST00000802706	ENSG00000304354	0	0	0	2	0	0
ENST00000802707	ENSG00000304354	0	2	0	0	1	0
ENST00000802709	ENSG00000304354	0	1	0	5	6	4
ENST00000802710	ENSG00000304354	1	0	0	1	5	4
ENST00000802724	ENSG00000293106	85	143	172	210	185	209
ENST00000802727	ENSG00000293106	13	28	22	56	61	49
ENST00000802728	ENSG00000293106	14	18	12	45	58	53
ENST00000802729	ENSG00000293106	9	6	8	11	18	17
ENST00000802730	ENSG00000293106	4	4	13	26	28	36
ENST00000802731	ENSG00000293106	0	0	5	2	0	0
ENST00000802732	ENSG00000293106	0	0	0	3	1	2
ENST00000802733	ENSG00000293106	0	1	5	2	2	1
ENST00000802734	ENSG00000293106	0	1	0	0	0	0
ENST00000802735	ENSG00000293106	1	0	2	8	3	9
ENST00000802736	ENSG00000293106	1	7	0	5	1	5
ENST00000802737	ENSG00000293106	0	0	2	0	0	0
ENST00000802740	ENSG00000293106	0	0	0	1	0	0
ENST00000802742	ENSG00000293106	0	1	0	4.90461	6	2
ENST00000802743	ENSG00000293106	1	4	3	3	3	1
ENST00000802744	ENSG00000293106	0	0	1	0	1	0
ENST00000802747	ENSG00000293106	0	2	2	0	3	2
ENST00000802748	ENSG00000293106	0	2	0	1	0	1
ENST00000802749	ENSG00000293106	0	1	0	0	0	0
ENST00000802752	ENSG00000293106	2	1	0	2	0	0
ENST00000802754	ENSG00000293106	0	0	1	0	0	0
ENST00000802758	ENSG00000293106	4	4.58456	10.44153	13.60388	11	2.38558
ENST00000802759	ENSG00000293106	0	1.90707	2.9277	7.81186	12.8965	11.63455
ENST00000802760	ENSG00000293106	0.14961	4.2149	0.84006	3.34396	5.76545	2.01823
ENST00000802761	ENSG00000293106	2.16058	0.73484	0	4.54591	3.08281	5.82488
ENST00000802762	ENSG00000293106	5	9	13	16	20	17
ENST00000802763	ENSG00000293106	1.87693	0	0.86672	0	2.72821	1.78143
ENST00000802764	ENSG00000293106	5.63239	1.84943	4	3.09599	6.57151	8.17641
ENST00000802765	ENSG00000293106	1	0	0	2	2.8116	2
ENST00000802766	ENSG00000293106	6	6	11	9	9	8
ENST00000802767	ENSG00000293106	0	3.44755	3.76902	2.77065	1e-05	4.48574
ENST00000802768	ENSG00000293106	0	0	0.74329	0	0	1.50197
ENST00000802769	ENSG00000293106	2.60034	0	0.85598	1	0.59514	1.78354
ENST00000802770	ENSG00000293106	0	0.79449	0.70044	1.96535	0.76234	3.88435
ENST00000802771	ENSG00000293106	0	0	0	3	0	4
ENST00000802772	ENSG00000293106	0	0	0	4.57197	1	1.33361
ENST00000802773	ENSG00000293106	3.97169	3.26621	0	7.5671	5.31772	11.71012
ENST00000802774	ENSG00000293106	0	0	0	0	1	2.59565
ENST00000802775	ENSG00000293106	0	4	3	3	5	3
ENST00000802776	ENSG00000293106	1	1	1	0.85346	1	0
ENST00000802777	ENSG00000293106	0	0	0	0	1	0.96644
ENST00000802778	ENSG00000293106	0	0	0.66268	1.89554	0	0.60141
ENST00000802779	ENSG00000293106	0	0	0	0	1.67674	0
ENST00000802780	ENSG00000293106	0	1	0.90183	3	6	12
ENST00000802781	ENSG00000293106	0	0	3	0	0	0
ENST00000802782	ENSG00000293106	0	0	0	0.86666	0	0
ENST00000802783	ENSG00000293106	1	1	1	1	5	3
ENST00000802784	ENSG00000293106	1	0	0	2	2	0
ENST00000802785	ENSG00000293106	0	0	1	0	0	0
ENST00000802786	ENSG00000293106	1	0	1	3	1	3
ENST00000802787	ENSG00000293106	0	0	0.72802	1e-05	2e-05	0
ENST00000802788	ENSG00000293106	0	0	0.92735	4	2	3
ENST00000802789	ENSG00000293106	0	0	0	0	1	2
ENST00000802790	ENSG00000293106	2	0	1.88508	0.73404	4	2.91572
ENST00000802791	ENSG00000293106	0	0	1	1	0	2.61364
ENST00000802792	ENSG00000293106	0	0	0	2	0	0
ENST00000802797	ENSG00000293106	1	0	0	4	0	1
ENST00000802798	ENSG00000293106	0	0	0	0	1	0
ENST00000802800	ENSG00000293106	0	1	0	0	0	0
ENST00000802801	ENSG00000293106	0	0	1	0	5	3
ENST00000802804	ENSG00000293106	1	0	0	1	1	1
ENST00000802805	ENSG00000293106	0	0	0	2	0	0
ENST00000802806	ENSG00000293106	1	0	0	0	0	2
ENST00000802808	ENSG00000293106	0	0	0	2	3	0
ENST00000802809	ENSG00000293106	0	1	0	0	0	0
ENST00000802810	ENSG00000293106	0	0	0	1	0	2
ENST00000802811	ENSG00000293106	3.58347	0	0	0	1.59813	0
ENST00000802814	ENSG00000293106	0	1	0	0	0	0
ENST00000802820	ENSG00000293106	1.34769	0	0	0	1	0
ENST00000802821	ENSG00000293106	0	0	0	0	1	3
ENST00000802822	ENSG00000293106	1	0	0	0	0	0
ENST00000802826	ENSG00000293106	0	0	0	0	2	0
ENST00000802828	ENSG00000293106	2	0	0	0	0	0
ENST00000802829	ENSG00000293106	0	0	0	0	1	1
